Id,Name
918,materials science
919,First-principles
920,Multi-Robot Systems
921,Multi-Agent Systems
922,Autonomous Driving
923,colloidal nanoparticles
924,in-situ/operando characterization
925,XAFS
926,Serious Games
927,Materials science
928,Condensed matter physics
929,Shape Memory Alloys
930,Orthopaedics
931,Structural Design
932,systems biology
933,cardiac biology
934,signaling networks
935,microscopy
936,biomedical engineering
937,Science and technology studies
938,laboratory ethnography
939,construction of expertise
940,studies of scientific practice
941,Computer Systems
942,Energy-harvesting Sensors
943,Cell Signaling
944,tyrosine phosphorylation
945,Engineering Sustainability
946,Extracellular Matrix
947,Water Resources Management
948,Complex Systems Theory
949,Economics of Information
950,muscle
951,computer modeling
952,imaging
953,biomechanics
954,Optical fiber communication
955,optical wireless communications
956,visible light communications
957,optical
958,Systems and Synthetic Biology
959,Neonatal and Maternal Immunology
960,Cell signaling
961,cancer biology
962,CPS
963,Emergency medicine
964,pediatric trauma
965,machine learning
966,Condensed Matter Physics
967,Electronic structure
968,molecular imaging
969,target identification
970,drug delivery
971,WASH
972,Social Equity in STEM
973,Sustainable Infrastructure
974,Rural Development
975,Financial engineering
976,investment management
977,stochastic modeling
978,Asset management
979,economic analysis
980,Laser
981,optoelectronics
982,photonics
983,photodiode
984,photodetector
985,Human-AI/Robot Interaction
986,Molecular Modeling
987,Chromatography
988,Econometrics
989,Theory of Computation
990,Industrial Organization
991,Fluid Dynamics
992,Laser Processing of Materials
993,Systems Engineering
994,Healthcare
995,SDN
996,Software-Defined Networks
997,thermal sciences
998,laser-material interactions
999,material thermophysics
1000,nanoscale heat transport
1001,ultrafast laser spectroscopy
1002,Medical Simulation
1003,Human-Technology Interaction
1004,biomaterials
1005,biofabrication
1006,hydrogels
1007,tissue engineering
1008,Uncertainty quantification
1009,stochastic computation
1010,smart infrastructure systems
1011,Bayesian Theory
1012,Decision Theory
1013,Forecasting Theory
1014,Probabilistic Forecasting
1015,Stochastic Control
1016,Software Reliability and Performance Analysis
1017,transmission electron microscopy and associated techniques
1018,magnetic materials
1019,III-nitride
1020,artificial intelligence
1021,ethics
1022,environmental sustainability
1023,integrated circuits
1024,mm-wave circuits
1025,integrated antennas
1026,silicon photonics
1027,Graph Learning
1028,Ubiquitous computing
1029,medical informatics
1030,healthcare systems
1031,Adversarial Machine Learning
1032,Privacy-Preserving Machine Learning
1033,Secure Computation
1034,Flipping Frenemies
1035,IoT
1036,Environmental Engineering and Policy
1037,Machine Learning and Data Mining
1038,Photoacoustic imaging
1039,Ultrasound
1040,Regenerative medicine
1041,bioinformatics
1042,computational biology
1043,signal processing
1044,Multi-armed bandits
1045,Reinforcement learning
1046,Federated learning
1047,Wireless
1048,trauma
1049,post mortem radiology
1050,life saving techniques
1051,formal methods
1052,human-automation interaction
1053,human performance modeling
1054,human behavior modeling
1055,polymers
1056,peptides
1057,Electric Propulsion
1058,Plasma Physics
1059,Formal Methods
1060,Operations Research
1061,Lean
1062,Injury biomechanics
1063,automobile safety
1064,Fiber Reinforced Composites
1065,Structural mechanics
1066,Neurosymbolic AI
1067,Probabilistic ML
1068,Computational Geometry
1069,Computational Design
1070,Scientific Machine Learning
1071,Generative Modeling
1072,engineering design
1073,industrial ecology
1074,mechanical engineering
1075,heat transfer
1076,Simulation
1077,collaborative learning
1078,inclusive teaching
1079,alternative grading
1080,mechanobiology
1081,vascular biology
1082,Machine learning
1083,wireless communications and networking
1084,Fluid mechanics
1085,Geophysical mass flows
1086,Polymeric biomaterials
1087,nanoparticles
1088,immunotherapy
1089,autonomy
1090,bioengineering
1091,network biology
1092,infectious disease
1093,cancer
1094,Transportation Engineering
1095,Operations
1096,Information Technology
1097,Computer-Aided Desgin
1098,Machine Learning Acceleration
1099,reinforcement learning
1100,stochastic approximation
1101,Systems engineering
1102,Risk Analysis
1103,electrochemistry
1104,coatings
1105,inhibitors
1106,data fusion
1107,predictive modeling
1108,response surfaces
1109,space-time modeling
1110,Computational Nano-Electronics
1111,Polymers and Soft Matter
1112,Advanced (Bio)Manufacturing
1113,Intelligent Built Environments
1114,User-centered Design
1115,Behavioral Modeling
1116,Virtual and Augmented Reality
1117,Automation in Construc
1118,AI systems
1119,serverless computing
1120,storage systems
1121,distributed systems
1122,high-performance computing
1123,Microfluidics
1124,Dielectrophoresis
1125,Bioimpedance
1126,Lab-on-a-chip
1127,Cytometry
1128,NBIC
1129,Technology Studies
1130,Science Fiction
1131,Charge transport
1132,Heat transport
1133,Thermoelectrics
1134,Rapid Prototyping
1135,Advanced Manufacturing
1136,technology
1137,labor
1138,culture
1139,Information theory
1140,coding theory
1141,data storage
1142,flexible electronics
1143,smart manufacturing system modeling and analysis
1144,production control
1145,HRC
1146,Ferroelectrics
1147,dielectrics
1148,thin films
1149,epitaxy
1150,ion conductors
1151,angiogenesis
1152,agent-based modeling
1153,regenerative medicine
1154,microcirculation
1155,Heterogeneous catalysis
1156,AI Integration
1157,First-year Engineering
1158,Biological Image Analysis
1159,Medical Image Analysis
1160,AI for Healthcare
1161,Battery
1162,Materials
1163,Colloids
1164,Particles
1165,MRI
1166,Signal Processing
1167,Communications
1168,Data Science
1169,Tensor Decomposition
1170,Surveillance
1171,Transparency
1172,Service-Learning
1173,Engineering Studies
1174,Military Technology
1175,Surface and Nanoscience
1176,silicene and graphene
1177,surface chemistry
1178,oxidation and corrosion
1179,American Math Soc
1180,Asian American Scholars Forum
1181,Indian Acad Sci
1182,Academy of Romanian Scientists
1183,Drug Discovery
1184,Scholarly Communication
1185,Professional
1186,Occupant Protection
1187,Orthopaedic Biomechanics
1188,Cyberinfrastructure
1189,Clouds
1190,Parallel Computing
1191,Particle Physics
1192,flames
1193,chemical kinetics
1194,soot
1195,hypersonics
1196,Computational Epidemiology
1197,Multi-agent systems
1198,Scalable computing
1199,Computer Vision
1200,human factors engineering
1201,health informatics
1202,health equity
1203,patient ergonomics
1204,gene therapy
1205,pharmacology
1206,Distributed systems and networks
1207,Distributed machine learning
1208,Cloud
1209,Edge computing
1210,Bone
1211,Cartilage
1212,Skeletal development and evolution
1213,Structure-Function relation
1214,Ultrafast Spectroscopy
1215,Laser Diagnostics
1216,System Security
1217,Data Provenance
1218,Intrusion Detection
1219,Forensics
1220,hydroinformatics
1221,urban hydrology
1222,flooding
1223,Global Hydrology
1224,Remote Sensing
1225,materials physics
1226,Rotating Machinery
1227,Spacecraft
1228,deliberative democracy
1229,tech ethics
1230,peacebuilding
1231,conflict resolution
1232,environmental governance
1233,Single-Cell Biology
1234,Cellular Plasticity
1235,Numerical simulation
1236,CFD
1237,electroconvection
1238,Nanoscience
1239,nanomaterials
1240,engineering pedagogy
1241,Materials for Extreme Environments
1242,GW-BSE
1243,Data-Driven Decision-Making
1244,Infectious Diseases Modeling
1245,AI for Public Health
1246,Dependable Computing
1247,Dependable Systems
1248,Cyber-Physical Systems Security
1249,Medical Robotics
1250,Heterogeneous Catalysis
1251,Wearable Technology
1252,Internet of Medical Things
1253,Medical Cyber Physical Systems
1254,Multimodal Displays
1255,Tactile
1256,Eye Tracking
1257,VR/AR/MR
1258,Precision Health
1259,Medical devices
1260,Cancer screening
1261,history
1262,history of technology
1263,science
1264,and society
1265,VLSI
1266,low power circuits
1267,sub-threshold
1268,SRAM
1269,body sensor networks
1270,water quality
1271,point-of-use water treatment
1272,groundwater
1273,catalysis
1274,energy conversion
1275,socialization
1276,sense of belonging
1277,first year engineering
1278,identity
1279,Control theory and applications
1280,low power
1281,Processing-in-Memory
1282,nanoelectronics
1283,electrochemical materials science
1284,electrodeposition
1285,photoelectrochemistry
1286,functional materials
1287,Focused ultrasound
1288,cancer immunotherapy
1289,quantitative imaging
1290,Image Processing
1291,Engineering
1292,Medicine
1293,Immunology
1294,Human-Computer Interaction
1295,Multi-modal Interfaces
1296,VR/AR Interaction
1297,Computational Fluid Dynamics
1298,Numerical Algorithms
1299,Aerospace Propulsion Systems
1300,Multibody mechanics
1301,controls
1302,corrosion science
1303,service life prediction
1304,Computational materials science
1305,Phase transformations
1306,Engineering education
1307,Laser traps
1308,Cell motility
1309,engineering education research
1310,computer architecture
1311,processing in memory
1312,hardware acceleration
1313,automata processing
1314,heterogeneous computing
1315,science technology and society
1316,engineering ethics
1317,technology & science fiction
1318,Systems
1319,Cultural anthropology
1320,STS (science and technology studies)
1321,Feminisms
1322,Emergency Medicine
1323,Resuscitation
1324,Shock
1325,artificial pancreas
1326,metabolic simulations
1327,diabetes technology
1328,Impact and Injury Biomechanics
1329,Image reconstruction
1330,High-Performance Computing
1331,Teacher Preparation
1332,Magnetic Resonance Imaging
1333,Image Reconstruction
1334,Artificial Neural Network (ANN) applications in engineering
1335,Multi-hazard
